city,name,review_count,rating,category,longitude,latitude
New York City,Winter Village at Bryant Park,367,4.6,Tourist attraction,-73.983563,40.7535625
New York City,Pier 26 at Hudson River Park,1227,4.7,Park,-74.013063,40.7211875
New York City,Escape the Room NYC,2012,4.7,Escape room center,-73.990313,40.7433125
New York City,City Hall Park,12833,4.5,Park,-74.006563,40.7124375
New York City,Graffiti Hall of Fame,426,4.2,Park,-73.948063,40.7934375
New York City,Brooklyn Heights Promenade,5456,4.8,Park,-73.997563,40.6961875
New York City,Gracie Mansion Conservancy,85,4.2,Non-profit organization,-73.943063,40.7761875
New York City,Hush Hip Hop Tours,61,4.8,Tourist attraction,-73.969313,40.7628125
New York City,Silverstein Family Park,349,4.5,Park,-74.011438,40.7131875
New York City,Metropolitan Opera House,4996,4.8,Opera house,-73.983938,40.7726875
New York City,Queens Museum,2526,4.4,Art museum,-73.846688,40.7459375
New York City,Snug Harbor Cultural Center & Botanical Garden,3534,4.5,Cultural center,-74.102688,40.6433125
Kuala Lumpur,Batu Caves,54729,4.4,Shrine,101.684063,3.2379375
New York City,The Pier 62 Carousel,38,4.6,Tourist attraction,-74.010188,40.7486875
New York City,Liberty Cruise,771,4.2,Tourist attraction,-74.017313,40.7150625
New York City,Town Square,40,4.8,Tourist attraction,-73.984813,40.7588125
New York City,Time Warner Center,2269,4.4,Landmark,-73.983188,40.7685625
New York City,Big Bus Hop On,519,4,Tourist attraction,-74.007062,40.7118125
New York City,Vessel,25788,4.7,Tourist attraction,-74.002188,40.7538125
New York City,New York Botanical Garden,11084,4.7,Botanical garden,-73.880938,40.8614375
New York City,Bronx Zoo,31064,4.6,Zoo,-73.876938,40.8505625
New York City,New York Vietnam Veterans Memorial Plaza Square,586,4.5,Memorial park,-74.009813,40.7026875
New York City,Exit Escape Room NYC,928,4.8,Escape room center,-73.991313,40.7531875
New York City,The SightSeeing Pass NYC,1038,3.5,Sightseeing tour agency,-73.991188,40.7568125
New York City,New York Chinese Scholar's Garden Snug Harbor Cultural Center,463,4.5,Botanical garden,-74.104313,40.6419375
New York City,The Frick Collection,3184,4.6,Art museum,-73.967438,40.7710625
New York City,Pier 86,289,4.6,Museum,-73.999063,40.7645625
New York City,see New York and Central Park,,,Tourist attraction,-73.982063,40.7674375
New York City,The Old Glory Park,878,4.7,Park,-74.011438,40.7796875
New York City,Pier 25 Playground,54,4.8,Playground,-74.013063,40.7201875
New York City,The Cathedral Church of St John the Divine,3137,4.5,Catholic cathedral,-73.961938,40.8038125
New York City,Swing Low: Harriet Tubman Memorial,122,4.7,Sculpture,-73.952813,40.8081875
New York City,Hudson River Park,538,4.7,Park,-74.009313,40.7493125
New York City,Welcome to New York Sign,22,4.4,Tourist attraction,-74.006937,40.7216875
New York City,New York City Hall,984,4.3,City or town hall,-74.006063,40.7128125
New York City,The Escape Game NYC - Escape Room Adventures,3638,5,Escape room center,-73.979688,40.7519375
New York City,Circle Line Sightseeing Cruises,144,4.3,Tourist attraction,-74.003063,40.7056875
Kuala Lumpur,Menara Kuala Lumpur,25972,4.4,Observation deck,101.703813,3.1528125
Kuala Lumpur,Merdeka Square,34266,4.4,Historical landmark,101.693688,3.1490625
Kuala Lumpur,Central Market,37425,4.3,Market,101.695438,3.1453125
Kuala Lumpur,Aquaria KLCC,26731,4.3,Aquarium,101.713062,3.1530625
Kuala Lumpur,Kuala Lumpur City Gallery,2107,4.3,Tourist attraction,101.693312,3.1471875
Kuala Lumpur,Sunway Lagoon,18925,4.5,Theme park,101.605313,3.0715625
Kuala Lumpur,KLCC Park,44579,4.6,Park,101.715188,3.1545625
Kuala Lumpur,KL Bird Park,10390,4.4,Animal park,101.68875,3.14375
Kuala Lumpur,Perdana Botanical Garden,21797,4.4,Botanical garden,101.684688,3.1430625
Kuala Lumpur,Royal Selangor Visitor Centre,3770,4.5,Tourist attraction,101.724562,3.1963125
Kuala Lumpur,Chinatown Kuala Lumpur,8745,4,Tourist attraction,101.697437,3.1451875
Kuala Lumpur,KL Forest Eco Park,7276,4.2,National forest,101.702063,3.1509375
Kuala Lumpur,Kuala Lumpur Butterfly Park,3441,4.1,Park,101.688938,3.1458125
Kuala Lumpur,Masjid Jamek Sultan Abdul Samad,8732,4.6,Mosque,101.695688,3.1489375
Kuala Lumpur,Sultan Abdul Samad Building,1230,4.5,Heritage building,101.694437,3.1485625
Kuala Lumpur,National Monument,2961,4.4,War memorial,101.68375,3.14875
Kuala Lumpur,National Mosque of Malaysia,11696,4.7,Mosque,101.691813,3.1419375
Kuala Lumpur,Thean Hou Temple,8192,4.5,Buddhist temple,101.688063,3.1221875
Kuala Lumpur,National Museum,9205,4.3,Museum,101.687437,3.1376875
Kuala Lumpur,Petrosains The Discovery Centre,4286,4.6,Science museum,101.711937,3.1579375
Kuala Lumpur,Berjaya Times Square Theme Park,3243,4.3,Theme park,101.710688,3.1421875
Kuala Lumpur,MinNature Malaysia,252,4.7,Tourist attraction,101.710938,3.1440625
Kuala Lumpur,Petronas Towers,86694,4.7,Observatory,101.711937,3.1578125
Kuala Lumpur,Kolam Biru,80,4.5,Tourist attraction,101.695438,3.1481875
Kuala Lumpur,I Love KL Statue,186,4.4,Tourist attraction,101.693438,3.1473125
Kuala Lumpur,KL Highland,195,4.5,Tourist attraction,101.759188,3.1103125
Kuala Lumpur,Laman Perdana,82,4.5,Tourist attraction,101.684688,3.1428125
Kuala Lumpur,Symphony Lake Water Show,463,4.5,Tourist attraction,101.712812,3.1568125
Kuala Lumpur,Museum Of Illusions Kuala Lumpur,756,4.5,Modern art museum,101.712187,3.1471875
Kuala Lumpur,Kuala Lumpur Railway Station,44,4.2,Tourist attraction,101.693688,3.1396875
Kuala Lumpur,Kwai Chai Hong ,1194,4.3,Tourist attraction,101.697563,3.1414375
Kuala Lumpur,The Federal Territory Mosque,6310,4.8,Mosque,101.670437,3.1720625
Kuala Lumpur,Golden Triangle,184,4.6,Tourist attraction,101.712688,3.1589375
Kuala Lumpur,Petaling Street Market,22178,4,Market,101.697688,3.1443125
Kuala Lumpur,Bamboo Playhouse,163,4.3,Tourist attraction,101.683938,3.1429375
Kuala Lumpur,Sunken Garden,28,4.3,Garden,101.683313,3.1448125
Kuala Lumpur,KL Tower Mini Zoo,1288,4.2,Zoo,101.703188,3.1525625
Kuala Lumpur,Jalan Alor KL Street Art 1 Lane,816,4.1,Tourist attraction,101.709187,3.1470625
Kuala Lumpur,Chan She Shu Yuen Clan Ancestral Hall,346,4.2,Tourist attraction,101.698438,3.1403125
Kuala Lumpur,Sin Sze Si Ya Temple,1808,4.3,Taoist temple,101.696438,3.1455625
Kuala Lumpur,Pavilion Crystal Fountain,234,4.6,Tourist attraction,101.712938,3.1481875
Kuala Lumpur,KidZania Kuala Lumpur,2475,4.4,Children's amusement center,101.613813,3.1580625
Kuala Lumpur,Masjid Jamek Lookout Point @ River of Life,203,4.5,Tourist attraction,101.695188,3.1470625
Kuala Lumpur,KL Upside Down House,1750,3.8,Museum,101.702813,3.1514375
Kuala Lumpur,Victoria Fountain,39,4.4,Tourist attraction,101.693813,3.1476875
Kuala Lumpur,Plaza Tugu Negara,238,4.4,National park,101.684813,3.1499375
Kuala Lumpur,Little India,8328,4.2,Market,101.684063,3.1291875
Kuala Lumpur,Islamic Arts Museum Malaysia,2606,4.6,Art museum,101.689937,3.1418125
Kuala Lumpur,Lake Gardens Kuala Lumpur Botanical Gardens,520,4.5,Park,101.681812,3.1465625
Kuala Lumpur,Istana Terengganu Kuala Lumpur,60,4.4,Tourist attraction,101.722312,3.1504375
Kuala Lumpur,Lake Garden - Kuala Lumpur,60,4.6,Park,101.686062,3.1436875
Kuala Lumpur,Swiss Dream Circus Malaysia Tour,10,4.9,Tourist attraction,101.636688,3.1870625
Kuala Lumpur,River of Life - Precint Brickfields,10,4.6,Tourist attraction,101.683813,3.1251875
Kuala Lumpur,Sky Deck KL Tower,1515,4.5,Observation deck,101.703688,3.1528125
Kuala Lumpur,Orang Asli Crafts Museum,32,4.4,Museum,101.688438,3.1376875
Kuala Lumpur,National Palace,6869,4.3,Historical landmark,101.664937,3.1611875
Kuala Lumpur,Sam Kow Tong Temple,57,4.5,Buddhist temple,101.688688,3.1325625
Kuala Lumpur,Illusion 3D Art Museum,469,4.1,Modern art museum,101.695688,3.1464375
Kuala Lumpur,ASEAN Sculpture Garden,3514,4.3,Park,101.684813,3.1494375
Kuala Lumpur,Taman Connaught Night Market,1539,4.1,Night market,101.735063,3.0814375
Kuala Lumpur,National Zoo of Malaysia,14696,4,Zoo,101.759188,3.2101875
Kuala Lumpur,Taman Tasik Metropolitan Kepong,4747,4.3,Park,101.649563,3.2286875
Kuala Lumpur,Medan Pasar Clock Tower Old Market Square Clock Tower,84,4.3,Historical landmark,101.695938,3.1473125
Kuala Lumpur,Kepong Botanic Gardens | FRIM - Forest Research Institute Malaysia,552,4.3,Park,101.623313,3.2248125
Kuala Lumpur,Bank Negara Malaysia Museum and Art Gallery BNM MAG,2083,4.5,Museum,101.690938,3.1579375
Kuala Lumpur,Graffiti alley,17,3.8,Tourist attraction,101.709563,3.1470625
Kuala Lumpur,St Mary's Cathedral Kuala Lumpur,415,4.7,Anglican church,101.693438,3.1504375
Kuala Lumpur,Ilham Gallery,525,4.6,Art gallery,101.718687,3.1590625
Kuala Lumpur,Taman Tasik Ampang Hilir,3480,4.2,Park,101.743438,3.1528125
Kuala Lumpur,Art House Gallery Museum of Ethnic Arts,138,4.4,Art museum,101.695563,3.1464375
Kuala Lumpur,Porte Cochere,21,4.5,Tourist attraction,101.714313,3.1491875
Kuala Lumpur,Passage of Time' mural,,,Tourist attraction,101.699687,3.1576875
Kuala Lumpur,Kuala Lumpur City Tour,75,5,Tour operator,101.713438,3.1539375
Kuala Lumpur,Pintu Gerbang Kampung Baru Kuala Lumpur,96,4.2,Tourist attraction,101.702938,3.1624375
Kuala Lumpur,Bukit Jalil Recreational Park North Entrance,983,4.4,Park,101.679312,3.0503125
Kuala Lumpur,TTDI Park,1162,4.5,Park,101.631937,3.1475625
Kuala Lumpur,99 Wonderland Park,3581,4.1,Park,101.664313,3.2364375
Kuala Lumpur,Lake Garden Clock Tower,5,4,Tourist attraction,101.685813,3.1488125
Kuala Lumpur,Pasar Seni,390,4.3,Tourist attraction,101.695313,3.1451875
Kuala Lumpur,Dataran Medan Pasar,58,4.2,Historical landmark,101.695938,3.1474375
Kuala Lumpur,Kampung Baru Jamek Mosque,4110,4.7,Mosque,101.703438,3.1641875
Kuala Lumpur,Istana Perlis Kuala Lumpur,34,4.3,Tourist attraction,101.722187,3.1513125
Kuala Lumpur,Catholic Church of The Holy Rosary,391,4.6,Catholic church,101.692813,3.1368125
Kuala Lumpur,PBRBCHEE CHOK LIAN ,21,4.6,Tourist attraction,101.610438,3.2121875
Kuala Lumpur,Ketumbar Hill,1079,4.4,Hiking area,101.753188,3.1030625
Kuala Lumpur,Asy-Syakirin Mosque KLCC,2593,4.7,Mosque,101.716062,3.1571875
Kuala Lumpur,Old Kuala Lumpur Street Art,5,4.8,Tourist attraction,101.698062,3.1414375
Kuala Lumpur,Blue Coral Aquarium KL Tower,122,3.2,Aquarium,101.703438,3.1525625
Kuala Lumpur,Eco Ride Malaysia,4,5,Tourist attraction,101.674062,3.0949375
Kuala Lumpur,Kuan Yin Temple,54,4,Place of worship,101.698938,3.1395625
Kuala Lumpur,Sri Kandaswamy Temple,336,4.5,Hindu temple,101.693562,3.1338125
Kuala Lumpur,Alor Backspace Street Art,26,4.5,Tourist attraction,101.709187,3.1471875
Kuala Lumpur,Korttu Malai Pillayar Temple,1736,4.8,Hindu temple,101.700562,3.1466875
Kuala Lumpur,Umbrella Walk Brickfields Street Art,12,3.8,Tourist attraction,101.688063,3.1326875
Kuala Lumpur,Jump Street Asia Kuala Lumpur,1645,4.3,Recreation center,101.634063,3.1171875
Kuala Lumpur,Nicholas Choong Chinatown Wall Art Mural MRT Pasar Seni,,,Tourist attraction,101.696813,3.1424375
Kuala Lumpur,Menara Bertingkat,5,4.8,Tourist attraction,101.648938,3.2256875
Kuala Lumpur,Segitiga Bersejarah,,,Park,101.696688,3.1461875
Kuala Lumpur,Sri Bintang Hill Trail,872,4.6,Hiking area,101.643813,3.1841875
Kuala Lumpur,Sree Veera Hanuman Temple,1212,4.8,Hindu temple,101.692437,3.1353125
Kuala Lumpur,Kuala Lumpur City Tour - D Asia Travels,4,4.3,Tourist attraction,101.697063,3.1605625
Kuala Lumpur,The Jelutong Tree,3,4.7,Tourist attraction,101.703438,3.1529375
Kuala Lumpur,Aveling Steam Roller,2,5,Tourist attraction,101.693938,3.1510625
Kuala Lumpur,Wall Art Changkat Bukit Bintang,4,5,Tourist attraction,101.709063,3.1476875
Kuala Lumpur,Brickfields colorful backlane,2,3.5,Tourist attraction,101.688188,3.1328125
Kuala Lumpur,The Grand Steps at Lalaport BBCC,,,Tourist attraction,101.707688,3.1413125
Kuala Lumpur,Sri Maha Mariamman Temple,3510,4.4,Hindu temple,101.696438,3.1434375
Kuala Lumpur,Taman Bukit Teratai Park,118,4.1,Park,101.768062,3.1133125
Kuala Lumpur,Kampung Batu Wall Mural by meykamal,1,5,Tourist attraction,101.675687,3.2050625
Kuala Lumpur,Alsiddiq,118,4,Park,101.710188,3.1474375
Kuala Lumpur,#Tanahairku Mural Kuala lumpur,2,2.5,Tourist attraction,101.703813,3.1503125
Kuala Lumpur,Masjid Al Bukhari,2479,4.7,Mosque,101.704813,3.1394375
Kuala Lumpur,Murals or street art on Lorong Tuanku Abdul Rahman,4,4.3,Tourist attraction,101.696563,3.1565625
Kuala Lumpur,Peeing Boy Statue,,,Tourist attraction,101.711813,3.1445625
Kuala Lumpur,Bukit Bintang Crossing,11,4.7,Tourist attraction,101.711313,3.1466875
Kuala Lumpur,Jalan Rembia Street Art,2,5,Tourist attraction,101.70875,3.14625
Kuala Lumpur,ChangkatTunkuHill,4,4.5,Tourist attraction,101.67875,3.16125
Kuala Lumpur,Simfoni Lake Water Show,9,4.8,Tourist attraction,101.712938,3.1565625
Kuala Lumpur,Shree Lakshmi Narayan Mandir,615,4.7,Hindu temple,101.683563,3.1745625
Kuala Lumpur,Karnival Keluarga Street 2022,,,Tourist attraction,101.718562,3.1473125
Kuala Lumpur,Taman Awam Kuala Lumpur Convention Centre KLCC,12,4.8,Park,101.713062,3.1550625
Kuala Lumpur,Saidina Abu Bakar As-Siddiq Mosque,2607,4.8,Mosque,101.672062,3.1296875
Kuala Lumpur,Court Hill Ganesh Temple,495,4.8,Hindu temple,101.700562,3.1466875
Kuala Lumpur,KLCC Observation Deck,112,4.5,Observatory,101.712063,3.1581875
Kuala Lumpur,Lake Garden @ Bangsar South,28,4.3,Park,101.666563,3.1118125
Kuala Lumpur,Freedom Lawn Area KL,265,4.6,City park,101.69375,3.14875
Kuala Lumpur,Pasar Malam Taman Connaught,3813,4.1,Night market,101.737563,3.0814375
Kuala Lumpur,Pavilion Kuala Lumpur,51450,4.6,Shopping mall,101.713188,3.1489375
Kuala Lumpur,Brickfields Shivan Temple,267,4.5,Hindu temple,101.687813,3.1306875
Kuala Lumpur,Sri Ganesar Temple,196,4.8,Hindu temple,101.733688,3.1401875
Kuala Lumpur,Suria KLCC,62500,4.5,Shopping mall,101.712187,3.1576875
Kuala Lumpur,Bukit Nanas Forestry Information Centre,21,3.9,Park,101.701937,3.1499375
Kuala Lumpur,Chocolate Museum Kuala Lumpur,921,3.9,Museum,101.568688,3.1560625
Kuala Lumpur,Lostgens',46,4.2,Art center,101.697187,3.1419375
Kuala Lumpur,Cathedral Of St John the Evangelist Kuala Lumpur,838,4.6,Catholic cathedral,101.699188,3.1500625
Kuala Lumpur,Micro Satelite Station,4,4.5,Park,101.688313,3.1400625
Kuala Lumpur,Dewan Filharmonik PETRONAS,496,4.8,Concert hall,101.712187,3.1576875
Kuala Lumpur,Resorts World Genting,35585,4.4,,101.791688,3.4235625
Kuala Lumpur,Arabian Park,9,4.1,Park,101.710188,3.1474375
Istanbul,Sultanahmet Square,25918,4.7,Tourist attraction,28.9756875,41.0063125
Istanbul,Visit Istanbul,9,4.7,Information services,28.9693125,41.0170625
Istanbul,Topkapi Palace Museum,75965,4.7,Museum,28.9834375,41.0115625
Istanbul,Basilica Cistern,34624,4.5,Historical landmark,28.9779375,41.0084375
Istanbul,Dolmabahe Palace,59278,4.7,Castle,29.0004375,41.0391875
Istanbul,Hagia Sophia,108368,4.8,Mosque,28.9801875,41.0085625
Istanbul,Galata Tower,134358,4.7,Historical landmark,28.9741875,41.0255625
Istanbul,The Blue Mosque,81519,4.7,Mosque,28.9768125,41.0054375
Istanbul,SEA LIFE,12660,4.3,Tourist attraction,28.8961875,41.0456875
Istanbul,Grand Bazaar,112522,4.4,Bazar,28.9680625,41.0106875
Istanbul,Museum of Turkish and Islamic Arts,3344,4.6,Museum,28.9746875,41.0061875
Istanbul,Yedikule Dungeons Museum,2373,4.3,Museum,28.9226875,40.9934375
Istanbul,Suleymaniye Mosque,42128,4.9,Mosque,28.9639375,41.0160625
Istanbul,Istanbul Dolphinarium,3020,4.1,Zoo,28.9429375,41.0619375
Istanbul,Rumeli Fortress,10769,4.6,Historical place museum,29.0566875,41.0848125
Istanbul,Istanbul Archaeological Museums,12771,4.6,Museum,28.9813125,41.0116875
Istanbul,Glhane Park,50900,4.7,Park,28.9815625,41.0133125
Istanbul,Pera Museum,4498,4.6,Art museum,28.9751875,41.0318125
Istanbul,Emirgan Park,41351,4.6,Park,29.0530625,41.1086875
Istanbul,Rustem Pasha Mosque,4121,4.7,Mosque,28.9688125,41.0175625
Istanbul,LEGOLAND,3963,4.2,Tourist attraction,28.8961875,41.0455625
Istanbul,Msr ars,139673,4.5,Shopping mall,28.9705625,41.0165625
Istanbul,Grand Mecidiye Mosque Ortaky Mosque,28760,4.8,Mosque,29.0269375,41.0471875
Istanbul,Yldz Park,29681,4.7,Park,29.0153125,41.0491875
Istanbul,Beylerbeyi Palace,10019,4.7,Museum,29.0399375,41.0426875
Istanbul,Istanbul Sapphire observation deck,124,4.5,Observation deck,29.0064375,41.0850625
Istanbul,Rahmi M Ko Museum,20358,4.8,Museum,28.9495625,41.0426875
Istanbul,Galata Bridge,28494,4.6,Bridge,28.9731875,41.0200625
Istanbul,Little Hagia Sophia,3810,4.7,Mosque,28.9721875,41.0026875
Istanbul,Tombs Museum,47,4.3,Museum,28.9800625,41.0146875
Istanbul,Marmara Universitesi Cumhuriyet Muzesi,17,4.5,Museum,28.9744375,41.0050625
Istanbul,Miniaturk,28616,4.6,Museum,28.9491875,41.0589375
Istanbul,Hagia Irene,1594,4.3,Museum,28.9811875,41.0095625
Istanbul,Eski stanbul Evleri,7,4.1,Historical landmark,28.9764375,41.0025625
Istanbul,Istanbul Aquarium,27011,4.4,Aquarium,28.7989375,40.9650625
Istanbul,VIALAND Tema Park,39064,4.2,Theme park,28.9220625,41.0705625
Istanbul,Kk amlca Korusu,2344,4.5,Park,29.0648125,41.0204375
Istanbul,skdar -stanbul,21,4.4,Tourist attraction,29.0065625,41.0218125
Istanbul,Ural Ataman Classic Car Museum,630,4.7,Museum,29.0476875,41.1280625
Istanbul,Istanbul Conquest Society - Yahya Kemal Museum,168,4.2,Museum,28.9676875,41.0086875
Istanbul,Zeyrek Mosque,1694,4.8,Mosque,28.9571875,41.0196875
Istanbul,Kariye Mosque,6014,4.4,Mosque,28.9391875,41.0311875
Istanbul,Maiden's Tower,16830,4.7,Historical place,29.0040625,41.0210625
Istanbul,Rainbow stairs,29,3.4,Tourist attraction,28.9666875,41.0165625
Istanbul,Column of Constantine,7512,4.6,Historical landmark,28.9713125,41.0085625
Istanbul,The Museum of Innocence,1939,4.5,Art museum,28.9798125,41.0308125
Istanbul,Sleymaniye Hamam,618,4.5,Hammam,28.9656875,41.0158125
Istanbul,Dope Lookout,29,4.1,Tourist attraction,28.9830625,41.0293125
Istanbul,BaBaLu Active Play Park,1603,4.2,Amusement center,28.7875625,41.1014375
Istanbul,Pierre Loti,14211,4.3,Restaurant,28.9336875,41.0539375
Istanbul,dealtepe Coast Park,3589,4.6,Park,29.1110625,40.9369375
Istanbul,Rainbow Steps,20,4.2,Tourist attraction,28.9863125,41.0291875
Istanbul,stanbul Trbeler Mzesi Mdrl,45,4.7,Museum,28.9429375,41.0680625
Istanbul,Eyp Sultan Mosque,52625,4.8,Mosque,28.9336875,41.0479375
Istanbul,Psycho Tourism,,,Tourist attraction,28.9816875,41.0386875
Istanbul,Armenian Church,24,4.5,Church,28.9513125,41.0033125
Istanbul,Discover Istanbul With Duray,1,1,Tourist attraction,28.9763125,41.0451875
Istanbul,Eminn beach Istanbul,5,4.6,Tourist attraction,28.9755625,41.0173125
Istanbul,Galata tawer,,,Tourist attraction,28.9850625,41.0370625
Istanbul,Kadky Crocodile,1,4,Tourist attraction,29.0243125,40.9900625
Istanbul,Kilic Ali Pasha Mosque,1538,4.8,Mosque,28.9808125,41.0264375
Istanbul,Omar Habashieh    ,1,1,Tourist attraction,28.9439375,41.0175625
Istanbul,Mediterranean Sea & Black Sea Region Authorized Sightseeing Tours Agency,,,Tourist attraction,29.1654375,40.9821875
Istanbul,Istanbul Museum of Modern Art,5409,4.3,Modern art museum,28.9828125,41.0259375
Istanbul,KidZania,3987,4.3,Children's amusement center,29.0549375,41.0005625
Istanbul,Obelisk of Theodosius,1983,4.6,Historical landmark,28.9753125,41.0059375
Istanbul,Pierre Loti Hill,25577,4.3,,28.9338125,41.0541875
Istanbul,Besiktas,,,Tourist attraction,29.0088125,41.0424375
Istanbul,Madame Tussauds Istanbul,10639,4.3,Wax museum,28.9798125,41.0346875
Istanbul,Golden Horn Bridge,7538,4.5,Bridge,28.9666875,41.0225625
Istanbul,New Great Istanbul Square Yini Maydan,5,4.4,Tourist attraction,28.7715625,41.1193125
Istanbul,Neviye Soka Merdivenleri,6,3.5,Tourist attraction,28.9678125,41.0051875
Istanbul,Arts and Nations Meet-Up Group,,,Tourist attraction,28.9808125,41.0385625
Istanbul,Mother and baby statue,5,4.2,Tourist attraction,28.9896875,41.0311875
Istanbul,Alman Deresi Yuruyus Parki Hiking Trail,174,4.7,Hiking area,29.0293125,41.0836875
Istanbul,Museum Square,,,Tourist attraction,28.9821875,41.0268125
Istanbul,Kurueme Park,1928,4.5,Park,29.0380625,41.0614375
Istanbul,Yste-en-boules,,,Tourist attraction,29.0176875,41.0198125
Istanbul,Bosphorus,4227,4.7,Strait,,
Istanbul,IBB Idealtepe 50th Year Park,2624,4.5,Park,29.1233125,40.9408125
Istanbul,Stairs with Portrait,3,5,Tourist attraction,28.9849375,41.0284375
Istanbul,Fatih Sultan Mehmet Bridge,1813,4.7,Bridge,29.0614375,41.0914375
Istanbul,Landmark 1923,5,5,Tourist attraction,29.0096875,41.0258125
Istanbul,nizam camii,172,4.3,Mosque,29.1169375,40.8639375
Istanbul,15th of July Martyrs Bridge,8862,4.5,Bridge,29.0341875,41.0455625
Istanbul,Atik Valide Mosque,1110,4.8,Mosque,29.02375,41.01875
Istanbul,Yunus Emre Heykeli,34,4.3,Sculpture,29.0335625,40.9853125
Istanbul,Bosphorus,121,4.7,Park,29.0233125,41.0328125
Istanbul,Instagrammable Wall,9,2.4,Tourist attraction,28.9765625,41.0258125
Istanbul,Fatih Mosque,30872,4.8,Mosque,28.9499375,41.0196875
